articleNo,articleName,tradeTypeName,dealOrWarrantPrc,rentPrc,floorInfo,area1,area2,direction,articleConfirmYmd,articleFeatureDesc,realtorName,realtorId
2534052779,더샵송도센텀하이브,월세,"2,000",130,23/29,132,63,남동향,20250624,남동향 투룸복층 전입O 4월말 첫입주 투룸복층,모두의공인중개사사무소,modoore1
2534081011,더샵송도센텀하이브,월세,"3,000",120,20/29,132,63,남서향,20250624,복층형 투룸  전입가능  ,조은자리공인중개사사무소,goodrec3355
2533197810,더샵송도센텀하이브,매매,"3억 6,249",,중/29,131,62,북동향,20250620,계약금포기 부가세환급 추가마피 역세권첫입주 시티뷰 복층 방2 화장실2  ,부동산중개공간,gonggan_songdo2
2533075202,더샵송도센텀하이브,월세,"2,000",150,28/29,131,62,북동향,20250619,"시티뷰,센팍뷰,복층,풀에어컨,높은층고,전입가능",송도의아침공인중개사사무소,avess4803
2531934978,더샵송도센텀하이브,월세,"2,000",120,17/29,132,63,남향,20250613,역세권 신축 투룸 복층 저렴 월세 전입X,송도그랜드공인중개사사무소,8585545
2531934945,더샵송도센텀하이브,월세,"2,000",140,13/29,133,63,남서향,20250613,"19p,복층넓은다락방,전입가능,첫입주,호수직뷰,아트센터야경,넓은다락방",오늘공인중개사사무소,fax4669
2533074945,더샵송도센텀하이브,전세,"2억 8,000",,28/29,131,62,북동향,20250619,"시티뷰,센팍뷰,복층,풀에어컨,높은층고로 개방감있음",송도의아침공인중개사사무소,avess4803
2531918345,더샵송도센텀하이브,매매,"4억 2,000",,10/29,133,63,남서향,20250613,"희소성다락방,주변오피스운집으로투자가치좋음,호수뷰,넉넉한수납",당근공인중개사사무소,carrot1091
2531927717,더샵송도센텀하이브,월세,"2,000",140,21/29,136,64,북동향,20250613,신축 역세권 복층 센팍 시티뷰 전입X,송도그랜드공인중개사사무소,8585545
2531913482,더샵송도센텀하이브,월세,"1,000",120,27/29,133,63,남서향,20250613,호수뷰 전입X  부가세별도  2000에115가능  복층 ,송도랜드마크공인중개사사무소,jy8580103
2531723676,더샵송도센텀하이브,월세,"2,000",140,24/29,136,64,남서향,20250613,"전입불가,부가세X,예쁜호수뷰,첫입주,2룸,복층,수납공간많은다락",수정부동산공인중개사사무소,sjaj1001
2531695797,더샵송도센텀하이브,월세,"2,000",130,18/29,133,63,북동향,20250612,"전입가능,복층투룸,주거용오피스텔로만 사용",넘버원공인중개사사무소,woosunmin2901
2531898600,더샵송도센텀하이브,월세,"3,000",150,25/29,133,63,남서향,20250613,2룸hi. 전입가능. 입지조건 최강. 멋진 호수뷰 바다뷰. 테라스타입.,송도하이부동산공인중개사사무소,thdehgkdl
2531900150,더샵송도센텀하이브,월세,"2,000",120,17/29,132,63,북동향,20250613,전입안됨 부가세별도 시티뷰 복층2룸 화장실2 역세권 생활권편리 ,부동산중개공간,gonggan_songdo2
2531783263,더샵송도센텀하이브,월세,"2,000",130,25/29,131,62,북서향,20250613,사업자0 부가세별도0 멋진시티뷰0 생활권편리0 역세권0,대방호수공인중개사사무소,inn313313
2531932241,더샵송도센텀하이브,전세,"2억 4,000",,27/29,136,64,북동향,20250613,신축 초역세권 복층 융무 냉장고 세탁기 건조기 ,송도그랜드공인중개사사무소,8585545
2531765295,더샵송도센텀하이브,월세,"2,000",140,19/29,133,63,남서향,20250613,"호수뷰,거실테라스,더블역세권,방2,복층,첫입주,전입불가,사업자,부가세별도",명가공인중개사사무소,smg8878
2531806652,더샵송도센텀하이브,월세,"2,000",130,25/29,133,63,남향,20250613,"센트뷰파크뷰,방2화2,복층,첫입주,전입불가,사업자,부가세별도",명가공인중개사사무소,smg8878
2531765650,더샵송도센텀하이브,월세,"2,000",150,26/29,132,63,북동향,20250613,"전입가능,시티뷰,더블역세권,방2화2,복층,첫입주,옵션 커튼화장실줄눈",명가공인중개사사무소,smg8878
2531897403,더샵송도센텀하이브,월세,"2,000",140,25/29,133,63,남동향,20250613,복층2룸hi. 전입x 부가세별도. 복층 여유수납공간. 거실테라스,송도하이부동산공인중개사사무소,thdehgkdl
2531902074,더샵송도센텀하이브,매매,"3억 6,654",,15/29,136,64,북동향,20250613,계포 부포 추가3천 복층2룸 역세권 생활권편리 거실넓은타입 작은방테라스,부동산중개공간,gonggan_songdo2
2531902937,더샵송도센텀하이브,월세,"1,500",130,22/29,131,62,남서향,20250613,전입x 부별,컨벤시아공인중개사사무소,8329114cjh
2531897865,더샵송도센텀하이브,월세,"3,000",140,16/29,131,62,남서향,20250613,복층2룸hi. 시원한 호수뷰. 복층 수납공간. 거실테라스. 부가세별도,송도하이부동산공인중개사사무소,thdehgkdl
2531903112,더샵송도센텀하이브,월세,"3,000",120,20/29,132,63,남향,20250613,전입가능 워터프론트 호수뷰,컨벤시아공인중개사사무소,8329114cjh
2531806009,더샵송도센텀하이브,월세,"1,500",140,22/29,131,62,남서향,20250613,"호수뷰,더블역세권,방2,복층,첫입주,전입불가,사업자,부가세별도",명가공인중개사사무소,smg8878
2531899882,더샵송도센텀하이브,매매,"14억 6,180",,29/29,264,126,북동향,20250613,복층펜트hi. 개방감 최상. 방3개. 넓은 테라스,송도하이부동산공인중개사사무소,thdehgkdl
2531911815,더샵송도센텀하이브,매매,4억 150,,27/29,133,63,남서향,20250613,계포 추가사천만원 사업자없어요 남서 복층 호수뷰 ,송도랜드마크공인중개사사무소,jy8580103
2531660988,더샵송도센텀하이브,월세,"1,000",130,26/29,132,63,남향,20250612,사업자 부가세별도 센텀에서 가장 좋은뷰 가장 좋은 타입,아크베이한길공인중개사사무소,hangil834557
2531466765,더샵송도센텀하이브,월세,"2,000",130,15/29,136,64,남동향,20250612,"첫입주, 전입가능, 남동향으로 센팍뷰, 복층구조의 개방감, 편리한상권",에이원공인중개사사무소,aone8222
2531511012,더샵송도센텀하이브,매매,"4억 2,590",,21/29,136,64,남향,20250612,"송도 센텀하이브 오피분양권, 마피 3000만, 급매매",광장공인중개사사무소,eunsool7800
2531584492,더샵송도센텀하이브,월세,"1,000",130,16/29,133,63,북동향,20250612,일조량 좋은 복층 투룸 욕실2개 첫입주 ,센텀하이브공인중개사사무소,r4424300
2531443865,더샵송도센텀하이브,월세,"2,000",120,16/29,133,63,북동향,20250612,전입가능 첫입주 시티뷰,푸르지오시티공인중개사사무소,gksk458545
2531510098,더샵송도센텀하이브,월세,"1,000",130,23/29,132,63,서향,20250612,"송도 센텀오피월세, 복층, 센트럴파크역 초역세권",광장공인중개사사무소,eunsool7800
2531466283,더샵송도센텀하이브,매매,"4억 3,620",,15/29,136,64,북서향,20250612,"무피, 국제업무지역세권단지, 편리한 상권, 투자가치, 실수요 추천",에이원공인중개사사무소,aone8222
2531597580,더샵송도센텀하이브,월세,"3,000",120,20/29,132,63,남향,20250612,전입가능 방2 호수뷰,별부동산공인중개사사무소,la5895
2531594430,더샵송도센텀하이브,매매,"3억 9,654",,15/29,136,64,남동향,20250612,"계포,부포,가격협의가, 멋진 호수뷰",해든공인중개사사무소,hadden8949
2531640025,더샵송도센텀하이브,매매,"14억 6,180",,29/29,264,126,북동향,20250612,"귀한펜트하우스, 센트럴파크뷰, 시티뷰, 복층, 넓은테라스",퍼스트부동산공인중개사사무소,fff8345988
2533826294,더샵송도센텀하이브,매매,"4억 5,108",,21/29,136,64,남서향,20250623,,송도황금R부동산공인중개사사무소,heygirl00523
2533838426,더샵송도센텀하이브,전세,"2억 3,000",,18/29,136,64,북동향,20250623,"시티뷰,3BAY구조,투룸에다락방까지있는복층,테라스,역세권.추천전세",송도VIP공인중개사사무소,498-9977
2532897338,더샵송도센텀하이브,매매,"4억 1,600",,고/29,132,63,남서향,20250618,추천급매 I 환상적인호수뷰 I 수요많은역세권투룸,송도이음공인중개사사무소,guid098
2531693843,더샵송도센텀하이브,월세,"1,000",130,23/29,132,63,북동향,20250612,전입안됨 부가세별도 시티뷰 테라스 복층 역세권 방2욕실2,부동산중개공간,gonggan_songdo2
2531705538,더샵송도센텀하이브,월세,"2,000",150,28/29,133,63,북동향,20250612,"6월입주,시티뷰,거실테라스,더블역세권,방2,첫입주,전입불가,사업자,부별",명가공인중개사사무소,smg8878
2531696649,더샵송도센텀하이브,월세,"2,000",130,18/29,133,63,북동향,20250612,"전입가능, 조율가능, 선호타입, 바로입주가능 ",에이스부동산공인중개사사무소,s2330123s
2531695847,더샵송도센텀하이브,월세,"1,000",130,23/29,132,63,북동향,20250612,DD. 사진보셔요착한월세. 테라스있는 복층2룸. 일임사. 전입X,부동산다름공인중개사사무소,7kbj169
2531705644,더샵송도센텀하이브,월세,"2,000",140,27/29,133,63,북동향,20250612,"시티뷰,더블역세권,방2화2,복층,첫입주,전입불가,사업자,부별",명가공인중개사사무소,smg8878
2531705768,더샵송도센텀하이브,월세,"1억 1,000",50,19/29,131,62,북동향,20250612,"시티뷰,더블역세권,방2,복층,전입불가,사업자,부가세별도,근저당권설정가능",명가공인중개사사무소,smg8878
2531687783,더샵송도센텀하이브,매매,"3억 6,758",,15/29,136,64,북서향,20250612,급매 계포 마피2500 신축오피스텔 방2 화2 더블역세권 ,조은자리공인중개사사무소,goodrec3355
2531682573,더샵송도센텀하이브,월세,"2,000",130,11/29,132,63,북동향,20250612,"전입가능, 신혼부부회사원추천, 6월초입주, 북동향, B2, 시티뷰",명가공인중개사사무소,smg8878
2531569134,더샵송도센텀하이브,월세,"2,000",120,15/29,136,64,북동향,20250612,"복층구조, 시티뷰, 거실넓은타입, 더블역세권. 방2화2,전입X,부별",부동산다름공인중개사사무소,7kbj169
2531525986,더샵송도센텀하이브,월세,"2,000",130,18/29,133,63,동향,20250612,전입가능 시티뷰 거실 긴 구조,스카이투유공인중개사사무소,twoyoo_sd
2531522931,더샵송도센텀하이브,매매,"4억 3,011",,10/29,133,63,남서향,20250612,"실사용,투자용,추천,계포,부가세환급,호수뷰,복층,2룸",수정부동산공인중개사사무소,sjaj1001
2531684448,더샵송도센텀하이브,매매,"4억 4,170",,19/29,133,63,북서향,20250612,급매 무피 조율가능 복층형투룸 더불역세권 최상의입지 ,행복드림공인중개사사무소,yookm2450
2531580839,더샵송도센텀하이브,전세,"2억 7,000",,27/29,136,64,북서향,20250612,A.로얄동호 저렴한전세. B.융자없음 C.초역세권.편리한상권.최상위치,에이스랜드부동산공인중개사사무소,one4040101
2531589955,더샵송도센텀하이브,월세,"2,000",120,26/29,132,63,북동향,20250612,센텀하이브 복층 오피스텔. 첫입주. 전입안됨. 부가세별도,웰사랑부동산공인중개사사무소,a8345858
2531685081,더샵송도센텀하이브,월세,"2,000",140,27/29,136,64,북동향,20250612,"시티뷰, 전입불가, 신혼부부회사원추천, 북동향, B3",명가공인중개사사무소,smg8878
2531589183,더샵송도센텀하이브,월세,"2,000",140,13/29,133,63,남동향,20250612,전입가능. 부가세없음. 복층. 욕실2.,웰사랑부동산공인중개사사무소,a8345858
2531530060,더샵송도센텀하이브,월세,"2,000",140,27/29,133,63,남서향,20250612,"전입가능,호수뷰,신축,첫입주,수납공간많은다락",수정부동산공인중개사사무소,sjaj1001
2531582110,더샵송도센텀하이브,매매,"4억 2,147",,16/29,131,62,남서향,20250612,,송도호반스타부동산공인중개사사무소,ekdls7003
2531606886,더샵송도센텀하이브,월세,"2,000",130,24/29,136,64,남향,20250612,역세권 방2개 복층 부가세별도,컨벤시아공인중개사사무소,8329114cjh
2531593138,더샵송도센텀하이브,매매,"4억 3,011",,10/29,133,63,북동향,20250612,,송도호반스타부동산공인중개사사무소,ekdls7003
2531673093,더샵송도센텀하이브,월세,"2,000",130,21/29,136,64,북동향,20250612,"신축첫입주,역세권,복층2룸,일반임대사업자,전입불가,넓은구조",행복드림공인중개사사무소,yookm2450
2531524817,더샵송도센텀하이브,매매,"4억 4,130",,19/29,131,62,북동향,20250612,"무피,시티뷰,복층,2룸",수정부동산공인중개사사무소,sjaj1001
2531626962,더샵송도센텀하이브,월세,"1,500",120,22/29,133,63,남서향,20250612,"o사이다o 복층, 침실2,욕실2,부가세 별도,수납공간 아주 많음",송도사이다공인중개사사무소,infor7979
2531681827,더샵송도센텀하이브,월세,"2,000",150,11/29,132,63,남서향,20250612,"호수뷰,더블역세권,전입불가,방2화2,복층,첫입주,사업자,부가세별도",명가공인중개사사무소,smg8878
2531527713,더샵송도센텀하이브,매매,"4억 2,595",,19/29,133,63,서향,20250612,,스카이투유공인중개사사무소,twoyoo_sd
2531588284,더샵송도센텀하이브,매매,"4억 5,400",,26/29,132,63,북동향,20250612,센텀하이브 복층. 신축첫입주. 욕실2. 방2.,웰사랑부동산공인중개사사무소,a8345858
2531566260,더샵송도센텀하이브,매매,"3억 6,546",,15/29,136,64,북동향,20250612,"계포 마피 복층구조, 시티뷰, 거실넓은타입, 더블역세권. 방2화2",부동산다름공인중개사사무소,7kbj169
2531498599,더샵송도센텀하이브,월세,"2,000",140,28/29,133,63,남향,20250612,"전입 가능, 신축 첫 입주, 방 2개 화장실 2개, 넓은 다락 수납 공간",송도에이스공인중개사사무소,ace760603
2531521497,더샵송도센텀하이브,월세,"1,500",130,11/29,132,63,남서향,20250612,사업자 부가세별도 코너 호수뷰 ,스카이투유공인중개사사무소,twoyoo_sd
2531345119,더샵송도센텀하이브,월세,"2,000",110,24/29,136,64,남동향,20250611,"부가세별도, 복층형 2룸, 첫입주, 저렴매물",친절한공인중개사사무소,m8310119
2531520868,더샵송도센텀하이브,월세,"2,000",140,14/29,132,63,남동향,20250612,사업자 부별 호수시티뷰 복층다락방,스카이투유공인중개사사무소,twoyoo_sd
2531477870,더샵송도센텀하이브,월세,"2,000",130,18/29,133,63,동향,20250612,정답 전입가능 복층2룸 시원한뷰,정답공인중개사사무소,gd8310490
2531219191,더샵송도센텀하이브,월세,"2,000",120,14/29,131,62,북향,20250611,"사업자,부가세별도, 신축2룸,풀에어컨,복층,시티뷰",넘버원공인중개사사무소,woosunmin2901
2531510825,더샵송도센텀하이브,월세,"2,000",135,14/29,132,63,북동향,20250612,"복층구조, 시티뷰, 더블역세권. 방2화2, 전입x, 부별",부동산다름공인중개사사무소,7kbj169
2531383064,더샵송도센텀하이브,월세,"3,000",120,20/29,132,63,남동향,20250611,"송도최초 방2화2 복층형,호수뷰,전입가능,역세권,",송도나이스공인중개사사무소,b7217300
2530286408,더샵송도센텀하이브,월세,"1,000",120,중/29,132,63,남향,20250609,"사업자환영.더블역세권 복층형 신축 오피스텔. 해 잘드는 남향,시티뷰예요",OK(센텀하이브)부동산중개,okayrealestate27
2530056853,더샵송도센텀하이브,월세,"5,000",100,중/29,131,62,남서향,20250609,귀한반전세 I 환상적인호수뷰 I 전입가능 ,송도이음공인중개사사무소,guid098
2531267330,더샵송도센텀하이브,매매,"3억 8,970",,14/29,132,63,남동향,20250611,"확 트인 전망 , 더블 역세권, 입지 최강 계약금포기",송도에이스공인중개사사무소,ace760603
2531354080,더샵송도센텀하이브,월세,"3,000",120,20/29,131,62,남향,20250611, 전입가능.풀에어컨. 2룸 복층. 센팍공원 인근,송도누리공인중개사사무소,m8328988
2531360945,더샵송도센텀하이브,월세,"3,000",140,20/29,132,63,북서향,20250611,부가세별도o신축첫입주o테라스o복층o역세권o방2욕실2,부동산중개공간,gonggan_songdo2
2531411254,더샵송도센텀하이브,월세,"2,000",140,21/29,136,64,남서향,20250611,"초역세권,위치좋은 오피스텔,복층형,전입은 안되요,4월30일이후입주",송도국제도시공인중개사사무소,bhj8200
2531298679,더샵송도센텀하이브,월세,"1,000",130,26/29,132,63,북동향,20250611,부별 멋진시티뷰 첫입주 넓은복층 생활권편리한단지로 추천매물,송도이루다공인중개사사무소,ss7248787
2531284400,더샵송도센텀하이브,월세,"2,000",130,16/29,133,63,남서향,20250611,전입가능 착한가격 뷰맛집 복층오피스텔 수납공간짱짱 ,송도대방공인중개사사무소,ppisuni721224
2531389501,더샵송도센텀하이브,월세,"2,000",130,18/29,133,63,남동향,20250611,"10억보증보험가입,시티뷰,역세권, 복층, 2룸, 수납공간 많음, 전입가능",우대빵부동산할인수수료공인중개사사무소,leemw8179
2531356327,더샵송도센텀하이브,월세,"2,000",130,15/29,136,64,남동향,20250611,사무실사용 부별. 풀에어컨. 인근 세무소등 오피스건물 있음.,송도누리공인중개사사무소,m8328988
2532531042,더샵송도센텀하이브,월세,"2,000",150,28/29,131,62,북동향,20250617,"멋진시티뷰, 전입가능, 입주협의, 국제업무지구역세권단지",에이원공인중개사사무소,aone8222
2531381571,더샵송도센텀하이브,매매,"4억 3,011",,10/29,133,63,남서향,20250611,계포부포 조정가능 호수뷰 넓은복층 아라공원뷰 생활권 편리한단지,송도이루다공인중개사사무소,ss7248787
2531193151,더샵송도센텀하이브,월세,"2,000",120,26/29,132,63,남동향,20250610,"조정가,전불,부가별도,송도최초 방2화2 복층형,대형수납공간,역세권,센팍뷰",송도나이스공인중개사사무소,b7217300
2531115660,더샵송도센텀하이브,월세,"2,000",120,15/29,136,64,남동향,20250610,"신축2룸,복층,사업자,부가세별도,커뮤니티 좋아요",넘버원공인중개사사무소,woosunmin2901
2531116698,더샵송도센텀하이브,월세,"2,000",140,21/29,136,64,북동향,20250610,"2룸,복층,사업자,부가세별도,조정가능,시티뷰",넘버원공인중개사사무소,woosunmin2901
2531162880,더샵송도센텀하이브,월세,"2,000",140,14/29,132,63,남향,20250610,I 전입가능 I 호수뷰 I 빠른입주가능 I,송도태평양공인중개사사무소,p8316965
2531175816,더샵송도센텀하이브,월세,"1,500",120,22/29,133,63,남서향,20250611,"박미송 추천, 워터프런트 호수와 바다뷰, 부가세 별도, 복층형",미송파크공인중개사사무소,r8334982
2531168375,더샵송도센텀하이브,월세,"2,000",120,28/29,131,62,북동향,20250610,I 전입가능 I 복층 I 다락방 I 신규입주 I,송도태평양공인중개사사무소,p8316965
2531164857,더샵송도센텀하이브,월세,"2,000",120,18/29,133,63,동향,20250610,I 전입가능 I 복층 I 확트인뷰 I 다락방 I 신규입주 I,송도태평양공인중개사사무소,p8316965
2532666600,더샵송도센텀하이브,월세,"2,000",120,고/29,133,63,북동향,20250617,센텀하이브. A3. 역세권. G타워방향. 시티뷰. 전입불가. 복층구조,푸른솔공인중개사사무소,pureunsol8200
2532529414,더샵송도센텀하이브,월세,"3,000",120,고/29,132,63,남향,20250617,"전입가능, 더블역세권, 코너 호수뷰, 보증금월세 조정가능",힐스카이공인중개사사무소,sonhag1365
2532430783,더샵송도센텀하이브,월세,"2,000",140,고/29,132,63,남동향,20250616,"개방감 있는 양창구조, 실속있는 복층형 구조, 업무시설 사용하세요",정다운센텀공인중개사사무소,mulyou0000
2533530188,더샵송도센텀하이브,매매,"3억 3,451",,16/29,131,62,북동향,20250621,투룸시티뷰  계포 부포 3천지원 포괄양수도 언능가져가세요  ,조은자리공인중개사사무소,goodrec3355
2532421303,더샵송도센텀하이브,전세,"2억 7,000",,고/29,136,64,서향,20250616,"융자무, 전세대출 가능, 세탁기, 건조기, 커튼 설치 조건.",정다운센텀공인중개사사무소,mulyou0000
2532666053,더샵송도센텀하이브,월세,"2,000",130,고/29,136,64,남향,20250617,센텀하이브. B3. 첫입주. 역세권. 시티뷰. 복층형 구조. 전입불가,푸른솔공인중개사사무소,pureunsol8200
2532667191,더샵송도센텀하이브,월세,"2,000",140,고/29,136,64,북동향,20250617,센텀하이브. B3. 역세권. G타워방향. 시티뷰. 전입불가. 복층구조,푸른솔공인중개사사무소,pureunsol8200
2532628963,더샵송도센텀하이브,월세,"2,000",140,25/29,131,62,북동향,20250617,복층2룸hi. 전입x 부가세별도. 시원한뷰. 풀에어컨. 사업자,송도하이부동산공인중개사사무소,thdehgkdl
2531200328,더샵송도센텀하이브,매매,4억 479,,16/29,131,62,남서향,20250610,복층투룸.호수뷰. 계포.부포.국제업무지구역세권,송도온공인중개사사무소,r8317789
2532642625,더샵송도센텀하이브,매매,4억 800,,15/29,136,64,남서향,20250617,계포 부포 워터프런트 호수 트인뷰 남서향 국제업무지구역 도보권,8공구호반공인중개사사무소,sysil8181
2531177663,더샵송도센텀하이브,월세,"2,000",150,23/29,132,63,북서향,20250610,사업자 부가세별도 복층형 방2 화2 풀에어컨,송도현대SK공인중개사사무소,5631111
2532247373,더샵송도센텀하이브,월세,"5,000",110,21/29,136,64,남서향,20250616,역세권 전입가능 에3 워터프론트뷰,센텀나이스공인중개사사무소,55mangaya
2531203379,더샵송도센텀하이브,월세,"2,000",130,16/29,131,62,남서향,20250610,거실테라스.워터프론트뷰.복층.국제업무지구역세권.전세.매매가능.전입불가,송도온공인중개사사무소,r8317789
2530921623,더샵송도센텀하이브,월세,"2,000",130,24/29,133,63,북동향,20250609,I 부가세별도 I 확트인고충 I 신규입주 I 단기가능 I,송도태평양공인중개사사무소,p8316965
2531173600,더샵송도센텀하이브,월세,"5,000",100,18/29,136,64,북서향,20250610,복층2룸hi. 전입가능. 여유 수납공간. 나노코팅. 줄눈. 금액조율가능,송도하이부동산공인중개사사무소,thdehgkdl
2530969802,더샵송도센텀하이브,매매,"4억 9,530",,18/29,136,64,남서향,20250610,계포 남서향 호수뷰뻥뷰 추천매물 저렴하면서 최고의 물건,골드스카이공인중개사사무소,m8880055
2530966361,더샵송도센텀하이브,월세,"2,000",150,25/29,133,63,북서향,20250610,복층2룸hi. 전입가능. 거실 테라스. 풀에어컨. 첫입주,송도하이부동산공인중개사사무소,thdehgkdl
2530921379,더샵송도센텀하이브,월세,"2,000",130,25/29,131,62,북동향,20250609,I 부별 I 확트인뷰 I 이쁜다락방 I 신규입주 I,송도태평양공인중개사사무소,p8316965
2531114674,더샵송도센텀하이브,전세,3억,,28/29,133,63,남동향,20250610,"신축,더블역세권, 다락방,2룸2욕,넓은 수납장,트인개방감",당근공인중개사사무소,carrot1091
2531056272,더샵송도센텀하이브,월세,"3,000",140,16/29,131,62,남서향,20250610,"멋진호수와바다뷰,에어컨풀,부가세별도,전입불가2000에150가능",SK금메달부동산공인중개사사무소,k8339933
2531172493,더샵송도센텀하이브,매매,"14억 6,180",,29/29,264,126,남동향,20250610,무피 멋진뷰의 고급 펜트하우스  포괄양도양수,송도현대SK공인중개사사무소,5631111
2531114522,더샵송도센텀하이브,월세,"2,000",140,28/29,133,63,남동향,20250610,"전입가능,신축,더블역세권, 다락방,2룸2욕,넓은 수납장,트인개방감",당근공인중개사사무소,carrot1091
2530942714,더샵송도센텀하이브,매매,"4억 5,400",,26/29,132,63,동향,20250609,무피 풀에어컨 줄눈시공 신축투룸 복층형구조 역세권,아크베이한길공인중개사사무소,hangil834557
2531050645,더샵송도센텀하이브,월세,"2,000",140,13/29,133,63,남동향,20250610,"전입가능,2룸복층형,업무지구역초역세권,신축 센팍뷰와시티뷰 멋짐",SK금메달부동산공인중개사사무소,k8339933
2531060227,더샵송도센텀하이브,전세,3억,,18/29,132,63,남서향,20250610,"멋진호수뷰와바다뷰,전입가능,풀에어컨,복층형,초역세권,첫입주",SK금메달부동산공인중개사사무소,k8339933
2531154607,더샵송도센텀하이브,월세,"2,000",150,16/29,131,62,남서향,20250610,"DDD,조정가거실테라스,퉈터프론트호수뷰,조정가,매매,전세,월세",부동산다름공인중개사사무소,7kbj169
2531049880,더샵송도센텀하이브,월세,"1,000",120,14/29,132,63,남동향,20250610,"복층형오피스텔,멋진시티뷰,에어컨풀,부가세별도,국제업무지구역 초역세권",SK금메달부동산공인중개사사무소,k8339933
2532215617,더샵송도센텀하이브,월세,"1,000",130,중/29,132,63,남동향,20250616,"더블역세권, 양창, 코너호수뷰, 신축오피스텔, 부별",힐스카이공인중개사사무소,sonhag1365
2533220717,더샵송도센텀하이브,월세,"2,000",120,16/29,133,63,남서향,20250620,즉시입주가능 2룸 풀옵 복층 사업자 전입불가,청라한빛공인중개사사무소,limjonguk8222
2532237455,더샵송도센텀하이브,월세,"2,000",140,고/29,131,62,북동향,20250616,"신축첫입주, 센팍뷰, 시티뷰, 복층다락방, 일임사, 부가세별도",당근공인중개사사무소,carrot1091
2532212734,더샵송도센텀하이브,월세,"2,000",130,중/29,133,63,북동향,20250616,"o전입가능o 더블역세권, 막힘없는 뷰, 저렴한 신축",힐스카이공인중개사사무소,sonhag1365
2532340479,더샵송도센텀하이브,월세,"2,000",140,고/29,136,64,남서향,20250616,복층투룸 멋진호수뷰 일임사 ,정답공인중개사사무소,gd8310490
2532443585,더샵송도센텀하이브,매매,4억 47,,중/29,131,62,남서향,20250616,남서향 계포4683만원 부포2100 돌 려드려요  뷰좋아요,복드림부동산공인중개사사무소,b8347111
2532207233,더샵송도센텀하이브,월세,"2,000",130,중/29,130,62,남서향,20250616,"o전입가능o 더블역세권, 저렴한 신축",힐스카이공인중개사사무소,sonhag1365
2530827506,더샵송도센텀하이브,매매,"4억 3,620",,15/29,136,64,북서향,20250609,복층2룸hi. 무피. 더블역세권 신축오피스텔. 조정가능,송도하이부동산공인중개사사무소,thdehgkdl
2530786186,더샵송도센텀하이브,월세,"2,000",110,19/29,131,62,북동향,20250609,"사업자,부별,시티뷰,입주청소,줄눈해드려요",수정부동산공인중개사사무소,sjaj1001
2530829816,더샵송도센텀하이브,월세,"2,000",140,22/29,133,63,북동향,20250609,복층2룸hi. 전입가능. 센파공원뷰. 풀에어컨. 거실 테라스,송도하이부동산공인중개사사무소,thdehgkdl
2530789136,더샵송도센텀하이브,월세,"2,000",140,25/29,131,62,북동향,20250609,"전입X,부가세별도,복층2룸,수납공간많은다락",수정부동산공인중개사사무소,sjaj1001
2530933186,더샵송도센텀하이브,매매,"4억 4,010",,27/29,131,62,북서향,20250609,"신축첫입주, 무피, 복층형, 방2 욕실2,  국제업무지구역, 시티 호수뷰",송도모아공인중개사사무소,songdomoa1
2530795716,더샵송도센텀하이브,월세,"3,000",140,26/29,132,63,남서향,20250609,첫입주 복층 2룸 역세권 상권 공원 이용편리,골든벨공인중개사사무소,firstgold2024
2530760550,더샵송도센텀하이브,월세,"2,000",110,19/29,131,62,북동향,20250609,전입X 부별 줄눈공사 입주청소 커넬쪽시티뷰,부동산다름공인중개사사무소,7kbj169
2530758454,더샵송도센텀하이브,월세,"2,000",130,16/29,131,62,북서향,20250609,"전입X,부가세별도,워터프런트호수뷰,수납공간많은다락",수정부동산공인중개사사무소,sjaj1001
2530864555,더샵송도센텀하이브,월세,"2,000",130,16/29,131,62,남서향,20250609,"남서향, 더블역세권, 방2 화2 거실 테라스 복층, 호수뷰, 전입불가",송도올림공인중개사사무소,alllim5545
2530826224,더샵송도센텀하이브,매매,"4억 3,380",,17/29,132,63,북서향,20250609,"복층2룸hi. 무피. 방2,화장실2. 여유 수납공간. 안방테라스",송도하이부동산공인중개사사무소,thdehgkdl
2530753396,더샵송도센텀하이브,월세,"2,000",140,13/29,133,63,남동향,20250609,"전입가능,신축,첫입주,2룸복층,수납공간많은다락",수정부동산공인중개사사무소,sjaj1001
2530864538,더샵송도센텀하이브,월세,"2,000",130,18/29,133,63,북동향,20250609,"첫입주, 복층구조, 전입가능,국제업무지구역,방2,욕2,수납공간많음",부동산다름공인중개사사무소,7kbj169
2530746270,더샵송도센텀하이브,월세,"2,000",130,26/29,132,63,북동향,20250609,"전입X,부가세별도,신축,첫입주,2룸복층,수납많은다락",수정부동산공인중개사사무소,sjaj1001
2530744552,더샵송도센텀하이브,월세,"2,000",140,25/29,133,63,남동향,20250609,"전입가능,신축,첫입주,2룸복층,수납공간많은다락",수정부동산공인중개사사무소,sjaj1001
2530831582,더샵송도센텀하이브,전세,3억,,15/29,136,64,남향,20250609,복층2룸hi. 시원한뷰. 복층 여유 수납공간. 풀에어컨. 첫입주,송도하이부동산공인중개사사무소,thdehgkdl
2530827019,더샵송도센텀하이브,매매,"4억 5,130",,21/29,136,64,북동향,20250609,복층2룸hi. 무피. 더블역세권. 시원한 센파공원뷰. 여유 수납공간,송도하이부동산공인중개사사무소,thdehgkdl
